,Data,Hora,Temperatura,Umidade,Dia,Mes,Ano,Radiacao
373,2009-01-27,18,26.7,89.0,27,1,2009,883.5
374,2009-01-27,19,28.0,75.0,27,1,2009,990.9
375,2009-01-27,20,27.9,77.0,27,1,2009,610.2
376,2009-01-27,21,25.9,87.0,27,1,2009,320.3
377,2009-01-27,22,25.5,89.0,27,1,2009,64.6
378,2009-01-28,9,23.0,95.0,28,1,2009,0.2923076923076923
379,2009-01-28,10,23.0,95.0,28,1,2009,8.8
380,2009-01-28,11,23.4,94.0,28,1,2009,229.2
381,2009-01-28,12,24.6,89.0,28,1,2009,412.6
382,2009-01-28,13,25.5,86.0,28,1,2009,720.6
383,2009-01-28,14,26.4,84.0,28,1,2009,996.2
384,2009-01-28,15,26.9,77.0,28,1,2009,1681.7
385,2009-01-28,16,28.4,71.0,28,1,2009,2627.3
386,2009-01-28,17,28.4,75.0,28,1,2009,2577.7
387,2009-01-28,18,29.9,67.0,28,1,2009,3517.3
388,2009-01-28,19,30.3,62.0,28,1,2009,2822.0
389,2009-01-28,20,30.1,63.0,28,1,2009,2201.1
390,2009-01-28,21,29.4,69.0,28,1,2009,1091.7
391,2009-01-28,22,27.2,80.0,28,1,2009,111.2
392,2009-01-29,9,22.9,95.0,29,1,2009,0.2923076923076923
393,2009-01-29,10,23.0,96.0,29,1,2009,9.8
394,2009-01-29,11,23.1,96.0,29,1,2009,150.1
395,2009-01-29,12,24.2,95.0,29,1,2009,435.4
396,2009-01-29,13,26.5,83.0,29,1,2009,1133.4
397,2009-01-29,14,27.2,80.0,29,1,2009,1200.7
398,2009-01-29,15,28.2,75.0,29,1,2009,1349.1
399,2009-01-29,16,25.7,89.0,29,1,2009,1400.6
400,2009-01-29,17,27.0,85.0,29,1,2009,1525.9
401,2009-01-29,18,26.0,87.0,29,1,2009,1921.1
402,2009-01-29,19,27.7,80.0,29,1,2009,2167.6
403,2009-01-29,20,28.1,79.0,29,1,2009,793.3
404,2009-01-29,21,28.0,79.0,29,1,2009,515.5
405,2009-01-29,22,27.0,86.0,29,1,2009,149.2
406,2009-01-30,9,23.1,93.0,30,1,2009,0.2923076923076923
407,2009-01-30,10,22.9,93.0,30,1,2009,15.7
408,2009-01-30,11,24.3,89.0,30,1,2009,350.0
409,2009-01-30,12,26.3,80.0,30,1,2009,1237.9
410,2009-01-30,13,27.0,76.0,30,1,2009,1805.7
411,2009-01-30,14,28.2,70.0,30,1,2009,2151.0
412,2009-01-30,15,28.6,69.0,30,1,2009,1687.3
413,2009-01-30,16,29.3,65.0,30,1,2009,2103.2
414,2009-01-30,17,30.2,61.0,30,1,2009,2682.1
415,2009-01-30,18,31.2,59.0,30,1,2009,3111.2
416,2009-01-30,19,31.2,62.0,30,1,2009,2105.0
417,2009-01-30,20,30.0,66.0,30,1,2009,1676.8
418,2009-01-30,21,29.5,69.0,30,1,2009,667.3
419,2009-01-30,22,28.0,73.0,30,1,2009,128.6
420,2009-01-31,9,23.2,93.0,31,1,2009,0.2923076923076923
421,2009-01-31,10,23.0,94.0,31,1,2009,8.5
422,2009-01-31,11,23.7,92.0,31,1,2009,131.2
423,2009-01-31,12,24.8,89.0,31,1,2009,466.9
424,2009-01-31,13,27.2,76.0,31,1,2009,2066.9
425,2009-01-31,14,26.5,79.0,31,1,2009,1142.5
426,2009-01-31,15,25.5,91.0,31,1,2009,1020.6
427,2009-01-31,16,27.9,71.0,31,1,2009,2422.8
428,2009-01-31,17,29.1,67.0,31,1,2009,2940.6
429,2009-01-31,18,29.4,62.0,31,1,2009,2230.9
430,2009-01-31,19,30.1,61.0,31,1,2009,2442.9
431,2009-01-31,20,29.9,60.0,31,1,2009,1625.4
432,2009-01-31,21,29.2,65.0,31,1,2009,858.0
433,2009-01-31,22,27.6,76.0,31,1,2009,106.2
434,2009-02-01,9,23.6,94.0,1,2,2009,0.2923076923076923
435,2009-02-01,10,23.5,95.0,1,2,2009,5.7
436,2009-02-01,11,24.2,91.0,1,2,2009,224.9
437,2009-02-01,12,25.5,85.0,1,2,2009,708.0
438,2009-02-01,13,27.4,77.0,1,2,2009,1162.4
439,2009-02-01,14,27.8,74.0,1,2,2009,1771.9
440,2009-02-01,15,28.7,67.0,1,2,2009,2020.2
441,2009-02-01,16,30.1,63.0,1,2,2009,2424.9
442,2009-02-01,17,30.3,62.0,1,2,2009,2801.6
443,2009-02-01,18,29.8,70.0,1,2,2009,2329.9
444,2009-02-01,19,30.9,62.0,1,2,2009,2820.5
445,2009-02-01,20,30.3,64.0,1,2,2009,1713.7
446,2009-02-01,21,27.6,76.0,1,2,2009,188.9
447,2009-02-01,22,25.9,84.0,1,2,2009,36.8
